id,title,context,question,answers,predicted_answer,predicted_answer_for_dropped
570614ff52bb89140068988b,Southern_California,"College sports are also popular in southern California. The UCLA Bruins and the USC Trojans both field teams in NCAA Division I in the Pac-12 Conference, and there is a longtime rivalry between the schools.",The Bruins belong to which college?,"{'text': array(['UCLA', 'UCLA', 'UCLA'], dtype=object), 'answer_start': array([60, 60, 60], dtype=int32)}",The Bruins belong to UCLA.,The Bruins belong to UCLA.
5726e06df1498d1400e8ee54,Victoria_and_Albert_Museum,"The main gallery was redesigned in 1994, the glass balustrade on the staircase and mezzanine are the work of Danny Lane, the gallery covering contemporary glass opened in 2004 and the sacred silver and stained-glass gallery in 2005. In this latter gallery stained glass is displayed alongside silverware starting in the 12th century and continuing to the present. Some of the most outstanding stained glass, dated 1243–48 comes from the Sainte-Chapelle, is displayed along with other examples in the new Medieval & Renaissance galleries. The important 13th-century glass beaker known as the Luck of Edenhall is also displayed in these galleries. Examples of British stained glass are displayed in the British Galleries. One of the most spectacular items in the collection is the chandelier by Dale Chihuly in the rotunda at the Museum's main entrance.",When was the main gallery for the V&A's contemporary glass collection opened?,"{'text': array(['2004', '2004', '2004'], dtype=object), 'answer_start': array([171, 171, 171], dtype=int32)}",The main gallery for the V&A's contemporary glass collection was opened in 2004.,The main gallery for the V&A's contemporary glass collection was opened in 2004.
5725bbec271a42140099d0d4,European_Union_law,"European Union law is applied by the courts of member states and the Court of Justice of the European Union. Where the laws of member states provide for lesser rights European Union law can be enforced by the courts of member states. In case of European Union law which should have been transposed into the laws of member states, such as Directives, the European Commission can take proceedings against the member state under the Treaty on the Functioning of the European Union. The European Court of Justice is the highest court able to interpret European Union law. Supplementary sources of European Union law include case law by the Court of Justice, international law and general principles of European Union law.",What is the highest court in the European Union?,"{'text': array(['The European Court of Justice', 'The European Court of Justice',
       'The European Court of Justice', 'The European Court of Justice'],
      dtype=object), 'answer_start': array([479, 479, 479, 479], dtype=int32)}",The European Court of Justice.,The European Court of Justice is the highest court in the European Union.
5725d183271a42140099d23f,"Fresno,_California","Before World War II, Fresno had many ethnic neighborhoods, including Little Armenia, German Town, Little Italy, and Chinatown. In 1940, the Census Bureau reported Fresno's population as 94.0% white, 3.3% black and 2.7% Asian. (Incongruously, Chinatown was primarily a Japanese neighborhood and today Japanese-American businesses still remain). During 1942, Pinedale, in what is now North Fresno, was the site of the Pinedale Assembly Center, an interim facility for the relocation of Fresno area Japanese Americans to internment camps. The Fresno Fairgrounds was also utilized as an assembly center.","In 1942, what was North Fresno previously called?","{'text': array(['Pinedale', 'Pinedale', 'Pinedale'], dtype=object), 'answer_start': array([357, 357, 357], dtype=int32)}",Pinedale,Pinedale
5726e834dd62a815002e94a8,Victoria_and_Albert_Museum,"There are a set of beautiful inlaid doors, dated 1580 from Antwerp City Hall, attributed to Hans Vredeman de Vries. One of the finest pieces of continental furniture in the collection is the Rococo Augustus Rex Bureau Cabinet dated c1750 from Germany, with especially fine marquetry and ormolu mounts. One of the grandest pieces of 19th-century furniture is the highly elaborate French Cabinet dated 1861–1867 made by M. Fourdinois, made from ebony inlaid with box, lime, holly, pear, walnut and mahogany woods as well as marble with gilded carvings. Furniture designed by Ernest Gimson, Edward William Godwin, Charles Voysey, Adolf Loos and Otto Wagner are among the late 19th-century and early 20th-century examples in the collection. The work of modernists in the collection include Le Corbusier, Marcel Breuer, Charles and Ray Eames, and Giò Ponti.",Which husband and wife modern furniture design team are represented in the V&A furniture collection?,"{'text': array(['Charles and Ray Eames', 'Charles and Ray Eames',
       'Charles and Ray Eames'], dtype=object), 'answer_start': array([815, 815, 815], dtype=int32)}",Charles and Ray Eames,Charles and Ray Eames.
5727f18c3acd2414000df066,Doctor_Who,"Twelve actors have headlined the series as the Doctor. The transition from one actor to another is written into the plot of the show, as well as the differing approach to the role that each brings, under the concept of regeneration into a new incarnation. The show's premise is that this is a life process of Time Lords through which the character of the Doctor takes on a new body and, to some extent, new personality, which occurs after sustaining an injury which would be fatal to most other species. Each actor's portrayal differs, but they are all intended to be aspects of the same character and form part of the same storyline. The time-travelling nature of the plot means that, on occasion, different Doctors have met each other. Peter Capaldi took on the role after Matt Smith's exit in the 2013 Christmas special ""The Time of the Doctor"".",When does Doctor Who transition to a new body?,"{'text': array(['after sustaining an injury',
       'after sustaining an injury which would be fatal to most other species',
       'after sustaining an injury'], dtype=object), 'answer_start': array([433, 433, 433], dtype=int32)}",The Doctor transitions to a new body through the process of regeneration.,"Yes, Doctor Who transitions to a new body."
5726a9ff708984140094cd4c,Victoria_and_Albert_Museum,"Prince Albert appears within the main arch above the twin entrances, Queen Victoria above the frame around the arches and entrance, sculpted by Alfred Drury. These façades surround four levels of galleries. Other areas designed by Webb include the Entrance Hall and Rotunda, the East and West Halls, the areas occupied by the shop and Asian Galleries as well as the Costume Gallery. The interior makes much use of marble in the entrance hall and flanking staircases, although the galleries as originally designed were white with restrained classical detail and mouldings, very much in contrast to the elaborate decoration of the Victorian galleries, although much of this decoration was removed in the early 20th century.",How many levels of galleries do the façades surround?,"{'text': array(['four', 'four levels', 'four'], dtype=object), 'answer_start': array([181, 181, 181], dtype=int32)}",The façades surround four levels of galleries.,The façades surround four levels of galleries.
57274e975951b619008f87fb,Construction,"Several project structures can assist the owner in this integration, including design-build, partnering and construction management. In general, each of these project structures allows the owner to integrate the services of architects, interior designers, engineers and constructors throughout design and construction. In response, many companies are growing beyond traditional offerings of design or construction services alone and are placing more emphasis on establishing relationships with other necessary participants through the design-build process.",Many construction companies are now placing more emphasis on what?,"{'text': array(['establishing relationships with other necessary participants through the design-build process',
       'establishing relationships with other necessary participants',
       'establishing relationships with other necessary participants'],
      dtype=object), 'answer_start': array([462, 462, 462], dtype=int32)}",Many construction companies are now placing more emphasis on establishing relationships with other necessary participants through the design-build process.,Construction companies are now placing more emphasis on establishing relationships with other necessary participants through the design process.
572647935951b619008f6ecc,Black_Death,"The plague disease, caused by Yersinia pestis, is enzootic (commonly present) in populations of fleas carried by ground rodents, including marmots, in various areas including Central Asia, Kurdistan, Western Asia, Northern India and Uganda. Nestorian graves dating to 1338–39 near Lake Issyk Kul in Kyrgyzstan have inscriptions referring to plague and are thought by many epidemiologists to mark the outbreak of the epidemic, from which it could easily have spread to China and India. In October 2010, medical geneticists suggested that all three of the great waves of the plague originated in China. In China, the 13th century Mongol conquest caused a decline in farming and trading. However, economic recovery had been observed at the beginning of the 14th century. In the 1330s a large number of natural disasters and plagues led to widespread famine, starting in 1331, with a deadly plague arriving soon after. Epidemics that may have included plague killed an estimated 25 million Chinese and other Asians during the 15 years before it reached Constantinople in 1347.",When did the Chinese famine begin?,"{'text': array(['1331', '1331', '1331'], dtype=object), 'answer_start': array([867, 867, 867], dtype=int32)}",The Chinese famine began in 1331.,The Chinese famine began in the 1330s.
572fd1c4947a6a140053cd04,Scottish_Parliament,"Stage 3 is the final stage of the bill and is considered at a meeting of the whole Parliament. This stage comprises two parts: consideration of amendments to the bill as a general debate, and a final vote on the bill. Opposition members can table ""wrecking amendments"" to the bill, designed to thwart further progress and take up parliamentary time, to cause the bill to fall without a final vote being taken. After a general debate on the final form of the bill, members proceed to vote at Decision Time on whether they agree to the general principles of the final bill.",What vote on a bill takes place in Stage 3?,"{'text': array(['final', 'final', 'final vote'], dtype=object), 'answer_start': array([194, 194, 194], dtype=int32)}",A final vote on the bill.,A final vote on the bill takes place in Stage 3.
